scorer,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000,DLC_resnet50_balJun1shuffle1_100000
1540,477.114,610.07,1,484.481,608.589,1,459.58,582.314,1,460.249,601.151,1,461.158,624.508,1,,,0,,,0,,,0,,,0,480.459,385.264,1,481.555,386.818,1,484.629,390.328,1,478.39,415.526,1,473.987,440.272,1,,,0,,,0,,,0,,,0,472.264,278.244,1,476.658,286.422,1,480.688,281.809,1,499.579,299.681,1,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.812,345.003,1,580.085,343.289,1,575.326,343.266,1,554.285,330.811,1,521.023,315.386,1,,,0,,,0,,,0,,,0
1541,476.387,609.896,1,443.385,578.751,1,477.046,613.509,1,460.19,599.797,1,466.109,622.968,1,,,0,,,0,,,0,,,0,482.095,372.368,1,481.013,381.881,1,487.347,383.802,1,476.619,404.719,1,475.817,438.312,1,,,0,,,0,,,0,,,0,477.461,280.562,1,476.162,287.346,1,483.134,283.482,1,500.408,294.609,1,463.079,564.447,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.376,352.97,1,581.062,343.173,1,579.294,347.763,1,558.097,332.924,1,521.95,312.321,1,,,0,,,0,,,0,,,0
1542,449.076,573.495,1,476.316,608.821,1,476.875,614.173,1,460.255,598.141,1,461.83,623.911,1,,,0,,,0,,,0,,,0,483.63,369.667,1,479.925,377.819,1,486.011,374.95,1,474.806,403.93,1,476.672,430.73,1,,,0,,,0,,,0,,,0,477.824,284.316,1,472.571,287.16,1,484.047,285.761,1,501.588,296.355,1,519.973,309.721,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.473,355.488,1,581.91,351.483,1,577.849,357.103,1,560.617,334.459,1,,,0,,,0,,,0,,,0,,,0
1543,450.712,570.756,1,445.633,574.153,1,474.853,606.51,1,460.412,597.082,1,465.367,621.975,1,,,0,,,0,,,0,,,0,482.71,362.704,1,481.087,372.702,1,484.174,376.561,1,474.777,398.006,1,481.642,426.316,1,,,0,,,0,,,0,,,0,479.261,286.274,1,473.513,289.851,1,485.562,287.382,1,501.963,296.925,1,517.441,308.721,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.849,359.734,1,582.248,357.872,1,573.059,360.242,1,561.006,338.166,1,,,0,,,0,,,0,,,0,,,0
1544,481.214,612.676,1,482.937,608.776,1,474.859,606.415,1,460.804,593.713,1,462.601,565.477,1,,,0,,,0,,,0,,,0,482.18,357.303,1,481.187,366.348,1,486.976,362.927,1,474.781,390.435,1,483.156,421.552,1,,,0,,,0,,,0,,,0,474.988,288.145,1,469.213,291.381,1,479.28,289.388,1,499.021,295.288,1,512.569,311.533,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.928,366.979,1,582.996,362.461,1,575.723,359.789,1,565.086,336.365,1,463.259,620.748,1,,,0,,,0,,,0,,,0
1545,480.257,611.981,1,482.756,607.889,1,473.715,605.724,1,459.599,591.281,1,456.285,560.865,1,,,0,,,0,,,0,,,0,483.068,352.869,1,480.758,357.63,1,487.172,359.103,1,477.731,386.417,1,480.339,416.881,1,,,0,,,0,,,0,,,0,469.821,288.467,1,476.24,290.762,1,478.14,289.518,1,497.25,301.735,1,512.442,309.291,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.787,364.197,1,582.296,359.089,1,579.415,364.994,1,568.852,340.327,1,544.483,319.48,1,,,0,,,0,,,0,,,0
1546,480.997,612.623,1,481.936,607.864,1,474.297,606.719,1,459.331,589.46,1,457.15,567.971,1,,,0,,,0,,,0,,,0,480.951,353.789,1,483.441,357.26,1,487.679,359.942,1,478.682,384.084,1,480.156,409.545,1,,,0,,,0,,,0,,,0,464.898,289.097,1,470.593,291.282,1,471.599,289.323,1,496.417,295.711,1,513.945,307.952,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.414,369.047,1,584.283,363.626,1,584.224,369.028,1,568.197,342.858,1,551.201,319.098,1,,,0,,,0,,,0,,,0
1547,482.888,614.154,1,482.34,608.843,1,476.225,608.504,1,459.478,588.299,1,456.626,567.707,1,,,0,,,0,,,0,,,0,485.125,344.981,1,473.464,350.165,1,491.71,350.213,1,478.043,373.718,1,474.912,403.092,1,,,0,,,0,,,0,,,0,459.29,288.355,1,466.433,291.924,1,475.255,287.53,1,492.675,291.937,1,513.61,307.134,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.585,375.746,1,586.993,370.568,1,586.28,368.28,1,571.276,345.501,1,553.31,323.933,1,,,0,,,0,,,0,,,0
1548,480.518,613.324,1,482.694,608.876,1,477.326,609.136,1,459.152,588.066,1,456.916,567.646,1,,,0,,,0,,,0,,,0,488.524,337.907,1,474.432,343.639,1,485.992,346.633,1,480.237,370.689,1,470.615,402.022,1,,,0,,,0,,,0,,,0,465.847,290.446,1,462.728,292.3,1,472.658,287.607,1,489.246,290.265,1,511.581,301.449,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.49,377.74,1,593.164,371.996,1,581.32,375.89,1,574.355,347.211,1,550.787,328.804,1,,,0,,,0,,,0,,,0
1549,481.914,615.603,1,479.306,608.364,1,478.584,611.419,1,459.075,588.351,1,458.428,567.306,1,,,0,,,0,,,0,,,0,485.318,330.023,1,474.821,341.813,1,487.231,341.908,1,480.321,365.532,1,472.618,396.294,1,,,0,,,0,,,0,,,0,461.061,289.947,1,457.754,293.099,1,466.948,287.64,1,485.027,289.421,1,510.063,297.06,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.462,384.833,1,592.568,379.575,1,581.896,377.767,1,575.31,350.425,1,554.481,324.508,1,,,0,,,0,,,0,,,0
1550,483.498,612.392,1,481.506,610.396,1,480.185,614.077,1,459.774,588.893,1,458.102,566.604,1,,,0,,,0,,,0,,,0,488.647,335.479,1,474.908,335.286,1,485.736,339.301,1,480.304,362.558,1,475.774,393.963,1,,,0,,,0,,,0,,,0,458.773,288.026,1,454.893,291.533,1,465.318,287.405,1,489.886,290.761,1,509.505,292.928,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.445,383.043,1,595.497,376.273,1,584.305,382.76,1,573.426,350.609,1,561.447,326.291,1,,,0,,,0,,,0,,,0
1551,485.877,616.887,1,484.164,613.69,1,482.736,617.201,1,468.627,592.19,1,459.141,567.438,1,,,0,,,0,,,0,,,0,487.193,326.16,1,476.655,333.236,1,487.611,336.392,1,476.92,360.67,1,477.868,385.469,1,,,0,,,0,,,0,,,0,456.389,287.255,1,462.923,289.164,1,464.19,286.434,1,486.247,291.741,1,508.029,289.776,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.324,390.194,1,589.178,384.942,1,586.003,388.642,1,576.839,356.327,1,562.996,329.853,1,,,0,,,0,,,0,,,0
1552,488.208,618.939,1,485.041,614.986,1,483.105,618.563,1,468.946,591.841,1,459.66,564.271,1,,,0,,,0,,,0,,,0,483.588,319.163,1,475.918,329.067,1,486.727,327.584,1,478.976,353.103,1,480.811,382.08,1,,,0,,,0,,,0,,,0,455.736,286.72,1,461.308,288.757,1,463.404,287.235,1,484.618,292.264,1,507.453,296.785,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.904,391.19,1,588.402,389.523,1,587.775,390.881,1,579.612,364.477,1,563.504,333.915,1,,,0,,,0,,,0,,,0
1553,489.083,620.127,1,485.722,616.391,1,481.605,615.696,1,469.315,593.093,1,460.264,617.624,1,,,0,,,0,,,0,,,0,489.073,319.608,1,477.166,323.554,1,486.069,325.967,1,481.412,350.162,1,478.619,375.916,1,,,0,,,0,,,0,,,0,455.507,287.573,1,461.999,289.592,1,463.836,287.644,1,483.837,292.405,1,507.527,288.747,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.963,401.944,1,592.525,389.88,1,588.895,393.599,1,583.561,362.982,1,571.585,335.723,1,,,0,,,0,,,0,,,0
1554,488.052,620.027,1,462.824,556.186,1,468.853,560.05,1,468.338,590.383,1,460.999,614.321,1,,,0,,,0,,,0,,,0,489.909,312.697,1,,,0,486.26,319.585,1,483.441,343.586,1,477.822,375.917,1,,,0,,,0,,,0,,,0,455.835,289.477,1,459.125,293.782,1,462.886,284.687,1,485.028,292.096,1,508.702,296.845,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.753,395.871,1,592.519,392.918,1,588.274,395.827,1,585.835,366.439,1,575.732,345.301,1,,,0,,,0,,,0,,,0
1555,488.168,622.666,1,485.887,620.008,1,481.097,619.191,1,469.476,589.488,1,462.492,611.766,1,,,0,,,0,,,0,,,0,,,0,,,0,494.362,318.16,1,482.82,345.094,1,482.289,366.522,1,,,0,,,0,,,0,,,0,455.267,296.357,1,473.89,308.897,1,460.662,292.776,1,487.063,289.08,1,510.815,296.283,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.732,402.212,1,590.009,392.263,1,585.352,394.725,1,583.665,367.526,1,573.198,339.902,1,,,0,,,0,,,0,,,0
1556,484.634,623.388,1,484.062,614.405,1,478.676,619.824,1,468.402,590.209,1,465.322,610.674,1,,,0,,,0,,,0,,,0,462.788,549.487,1,464.43,552.452,1,469.95,554.494,1,,,0,467.075,566.003,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.862,403.063,1,589.691,398.194,1,585.364,399.805,1,583.981,368.287,1,571.975,339.485,1,,,0,,,0,,,0,,,0
1557,484.871,624.83,1,484.571,616.116,1,478.882,621.416,1,468.461,589.616,1,462.776,605.427,1,,,0,,,0,,,0,,,0,467.22,542.892,1,463.833,549.967,1,468.068,551.721,1,,,0,466.438,566.285,1,,,0,,,0,,,0,,,0,470.579,303.36,1,,,0,,,0,489.238,286.166,1,509.926,293.365,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.363,407.653,1,589.124,402.561,1,585.254,404.214,1,584.62,368.248,1,572.535,341.476,1,,,0,,,0,,,0,,,0
1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.668,541.683,1,462.122,548.471,1,466.122,551.226,1,457.72,574.161,1,463.323,604.644,1,,,0,,,0,,,0,,,0,470.565,303.698,1,,,0,,,0,489.244,285.831,1,509.693,291.906,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.497,406.655,1,584.641,404.953,1,583.578,403.592,1,583.32,373.677,1,574.872,344.298,1,,,0,,,0,,,0,,,0
1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.065,620.081,1,485.118,617.168,1,479.214,622.294,1,457.842,572.003,1,461.349,604.224,1,,,0,,,0,,,0,,,0,470.837,303.333,1,,,0,,,0,489.401,285.277,1,510.323,292.185,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.575,416.814,1,593.83,403.615,1,581.066,408.864,1,582.055,377.292,1,577.213,349.824,1,,,0,,,0,,,0,,,0
1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.118,622.274,1,486.402,617.813,1,480.45,623.252,1,473.251,604.942,1,460.104,595.192,1,,,0,,,0,,,0,,,0,471.744,302.506,1,,,0,,,0,488.594,284.541,1,509.926,292.351,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.228,423.077,1,591.122,416.827,1,581.434,419.991,1,583.883,383.725,1,573.312,355.231,1,,,0,,,0,,,0,,,0
1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,484.826,617.571,1,482.324,621.698,1,472.98,605.391,1,,,0,,,0,,,0,,,0,,,0,472.078,301.279,1,,,0,,,0,488.516,283.815,1,510.206,292.562,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.671,432.025,1,592.174,427.393,1,581.748,426.389,1,584.199,389.383,1,580.645,355.574,1,,,0,,,0,,,0,,,0
1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.812,622.831,1,486.655,619.084,1,,,0,481.113,324.271,1,478.562,352.971,1,,,0,,,0,,,0,,,0,471.195,300.817,1,476.179,303.384,1,471.311,301.203,1,488.303,283.346,1,510.83,292.536,1,,,0,,,0,,,0,,,0,456.849,542.457,1,457.453,548.439,1,461.941,546.805,1,458.626,569.093,1,461.913,579.962,1,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.492,435.785,1,593.212,429.516,1,582.601,433.09,1,583.917,397.702,1,582.416,367.826,1,,,0,,,0,,,0,,,0
1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.368,623.795,1,476.671,303.08,1,,,0,481.944,336.833,1,479.876,350.992,1,,,0,,,0,,,0,,,0,474.382,306.57,1,,,0,471.388,300.49,1,488.573,282.491,1,511.234,292.583,1,,,0,,,0,,,0,,,0,457.351,540.931,1,457.396,547.358,1,461.61,546.826,1,458.472,569.71,1,462.464,578.517,1,,,0,,,0,,,0,,,0,,,0,487.134,620.221,1,482.004,625.432,1,472.61,602.706,1,,,0,,,0,,,0,,,0,,,0,588.159,443.553,1,593.683,437.952,1,581.989,436.752,1,585.757,402.994,1,584.65,375.689,1,,,0,,,0,,,0,,,0
1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.498,624.206,1,477.035,303.917,1,,,0,481.733,336.728,1,481.117,349.681,1,,,0,,,0,,,0,,,0,474.266,306.461,1,,,0,471.422,300.428,1,488.143,282.46,1,511.583,292.295,1,,,0,,,0,,,0,,,0,460.715,540.646,1,456.904,547.056,1,462.774,548.553,1,458.582,567.508,1,463.623,578.758,1,,,0,,,0,,,0,,,0,,,0,486.551,620.524,1,481.518,625.403,1,473.883,602.598,1,,,0,,,0,,,0,,,0,,,0,582.952,450.453,1,587.386,438.45,1,583.12,440.653,1,582.126,410.141,1,578.367,379.131,1,,,0,,,0,,,0,,,0
1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,477.151,303.065,1,,,0,482.489,333.984,1,482.814,347.401,1,,,0,,,0,,,0,,,0,473.667,305.044,1,,,0,471.98,299.704,1,488.133,282.083,1,511.628,291.838,1,,,0,,,0,,,0,,,0,462.529,539.156,1,457.531,545.143,1,463.503,546.859,1,458.999,565.031,1,463.835,579.272,1,,,0,,,0,,,0,,,0,484.462,623.943,1,484.183,621.255,1,482.046,624.536,1,472.366,601.911,1,,,0,,,0,,,0,,,0,,,0,578.44,445.665,1,581.609,442.49,1,577.975,442.179,1,583.446,414.169,1,581.64,382.741,1,,,0,,,0,,,0,,,0
1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,476.645,302.346,1,,,0,482.801,331.988,1,484.673,345.624,1,,,0,,,0,,,0,,,0,473.133,304.256,1,,,0,471.728,299.045,1,488.006,281.821,1,511.251,291.969,1,,,0,,,0,,,0,,,0,462.999,537.149,1,457.325,542.752,1,464.839,544.961,1,462.951,565.645,1,466.888,582.62,1,,,0,,,0,,,0,,,0,485.446,625.754,1,484.77,622.089,1,481.106,626.529,1,471.908,603.445,1,460.708,540.76,0.998000026,,,0,,,0,,,0,,,0,576.494,446.066,1,583.135,443.343,1,576,443.424,1,583.595,415.974,1,581.727,388.177,1,,,0,,,0,,,0,,,0
1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.821,304.375,1,476.605,300.153,1,472.055,299.214,1,487.666,281.318,1,511.055,291.725,1,,,0,,,0,,,0,,,0,462.929,536.124,1,457.786,541.696,1,464.648,543.456,1,462.768,563.011,1,451.556,297.911,0.136000007,,,0,,,0,,,0,,,0,481.629,625.343,1,482.624,621.396,1,480.259,626.681,1,471.937,602.113,1,465.171,580.205,1,,,0,,,0,,,0,,,0,579.127,449.755,1,579.843,446.05,1,576.598,447.196,1,582.773,416.799,1,581.474,388.618,1,,,0,,,0,,,0,,,0
1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.297,303.841,1,477.341,300.194,1,472.888,299.254,1,487.384,281.13,1,511.249,292.015,1,,,0,,,0,,,0,,,0,465.455,537.322,1,458.953,540.8,1,463.567,543.178,1,461.063,562.344,1,462.053,580.572,1,,,0,,,0,,,0,,,0,479.311,624.238,1,480.706,620.75,1,,,0,484.478,330.973,1,487.565,343.405,1,,,0,,,0,,,0,,,0,575.026,454.552,1,573.88,449.221,1,574.34,451.269,1,586.385,415.096,1,586.196,390.676,1,,,0,,,0,,,0,,,0
1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.905,303.478,1,,,0,472.731,298.706,1,485.19,283.98,1,511.728,291.698,1,,,0,,,0,,,0,,,0,466.803,540.373,1,460.692,544.154,1,464.553,546.845,1,460.977,563.062,1,461.429,580.365,1,,,0,,,0,,,0,,,0,479.084,621.905,1,477.219,299.814,1,,,0,485.41,330.37,1,487.847,342.728,1,,,0,,,0,,,0,,,0,570.807,458.096,1,569.352,452.452,1,568.812,446.607,1,584.287,417.964,1,581.18,392.045,1,,,0,,,0,,,0,,,0
1570,476.819,621.271,1,478.062,617.442,1,476.86,624.004,1,474.774,605.201,1,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,472.051,298.108,1,485.829,283.584,1,511.978,291.342,1,,,0,,,0,,,0,,,0,465.213,541.721,1,459.768,545.416,1,462.942,547.429,1,460.973,565.21,1,462.318,581.186,1,,,0,,,0,,,0,,,0,471.227,302.329,1,475.676,304.086,1,,,0,486.615,330.141,1,488.133,342.417,1,,,0,,,0,,,0,,,0,568.725,457.796,1,577.164,455.494,1,565.569,450.693,1,582.178,423.303,1,579.555,389.97,1,,,0,,,0,,,0,,,0
1571,476.272,622.087,1,477.248,618.002,1,,,0,473.932,605.272,1,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,471.119,296.838,1,486.397,283.121,1,512.521,291.342,1,,,0,,,0,,,0,,,0,466.519,543.936,1,461.063,549.089,1,476.35,625.396,1,460.954,563.591,1,461.776,581.25,1,,,0,,,0,,,0,,,0,469.318,302.19,1,474.187,304.102,1,,,0,487.627,329.232,1,488.564,342.381,1,,,0,,,0,,,0,,,0,567.374,463.912,1,571.184,453.713,1,566.947,454.253,1,579.62,424.895,1,587.786,394.394,1,,,0,,,0,,,0,,,0
1572,475.342,625.778,1,477.206,621.711,1,476.21,628.384,1,474.309,600.438,1,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.866,543.439,1,459.581,547.824,1,462.063,549.486,1,461.402,567.266,1,462.074,581.804,1,,,0,,,0,,,0,,,0,468.035,301.574,1,471.72,304.417,1,470.486,295.676,1,487.471,329.105,1,489.159,342.287,1,,,0,,,0,,,0,,,0,561.941,464.568,1,566.774,461.347,1,563.29,458.857,1,578.102,429.267,1,581.079,397.85,1,,,0,,,0,,,0,,,0
